Optimization Log
Iteration 0, Best Fitness: 19.909528
Iteration 1, Best Fitness: 19.909528
Iteration 2, Best Fitness: 18.796665
Iteration 3, Best Fitness: 17.597533
Iteration 4, Best Fitness: 16.879800
Iteration 5, Best Fitness: 15.765530
Iteration 6, Best Fitness: 15.765530
Iteration 7, Best Fitness: 13.508285
Iteration 8, Best Fitness: 12.911198
Iteration 9, Best Fitness: 10.459127
Iteration 10, Best Fitness: 9.982358
Iteration 11, Best Fitness: 8.643500
Iteration 12, Best Fitness: 7.131247
Iteration 13, Best Fitness: 6.304068
Iteration 14, Best Fitness: 5.455701
Iteration 15, Best Fitness: 5.237153
Iteration 16, Best Fitness: 4.496822
Iteration 17, Best Fitness: 4.203120
Iteration 18, Best Fitness: 3.816856
Iteration 19, Best Fitness: 3.206015
Iteration 20, Best Fitness: 2.713351
Iteration 21, Best Fitness: 2.386116
Iteration 22, Best Fitness: 2.018283
Iteration 23, Best Fitness: 1.858763
Iteration 24, Best Fitness: 1.287361
Iteration 25, Best Fitness: 1.124714
Iteration 26, Best Fitness: 0.799455
Iteration 27, Best Fitness: 0.491257
Iteration 28, Best Fitness: 0.426063
Iteration 29, Best Fitness: 0.269835
Iteration 30, Best Fitness: 0.206374
Iteration 31, Best Fitness: 0.188446
Iteration 32, Best Fitness: 0.153040
Iteration 33, Best Fitness: 0.135701
Iteration 34, Best Fitness: 0.098513
Iteration 35, Best Fitness: 0.071321
Iteration 36, Best Fitness: 0.060881
Iteration 37, Best Fitness: 0.058854
Iteration 38, Best Fitness: 0.051071
Iteration 39, Best Fitness: 0.044920
Iteration 40, Best Fitness: 0.038179
Iteration 41, Best Fitness: 0.033954
Iteration 42, Best Fitness: 0.028928
Iteration 43, Best Fitness: 0.024865
Iteration 44, Best Fitness: 0.021496
Iteration 45, Best Fitness: 0.018919
Iteration 46, Best Fitness: 0.018459
Iteration 47, Best Fitness: 0.016058
Iteration 48, Best Fitness: 0.015013
Iteration 49, Best Fitness: 0.013635
Iteration 50, Best Fitness: 0.011915
Iteration 51, Best Fitness: 0.010369
Iteration 52, Best Fitness: 0.010021
Iteration 53, Best Fitness: 0.008918
Iteration 54, Best Fitness: 0.007852
Iteration 55, Best Fitness: 0.007289
Iteration 56, Best Fitness: 0.006865
Iteration 57, Best Fitness: 0.006445
Iteration 58, Best Fitness: 0.006109
Iteration 59, Best Fitness: 0.005825
Iteration 60, Best Fitness: 0.005396
Iteration 61, Best Fitness: 0.005183
Iteration 62, Best Fitness: 0.004628
Iteration 63, Best Fitness: 0.004228
Iteration 64, Best Fitness: 0.004078
Iteration 65, Best Fitness: 0.003752
Iteration 66, Best Fitness: 0.003633
Iteration 67, Best Fitness: 0.003368
Iteration 68, Best Fitness: 0.003274
Iteration 69, Best Fitness: 0.003098
Iteration 70, Best Fitness: 0.002824
Iteration 71, Best Fitness: 0.002773
Iteration 72, Best Fitness: 0.002656
Iteration 73, Best Fitness: 0.002489
Iteration 74, Best Fitness: 0.002407
Iteration 75, Best Fitness: 0.002347
Iteration 76, Best Fitness: 0.002283
Iteration 77, Best Fitness: 0.002171
Iteration 78, Best Fitness: 0.002106
Iteration 79, Best Fitness: 0.002029
Iteration 80, Best Fitness: 0.001959
Iteration 81, Best Fitness: 0.001886
Iteration 82, Best Fitness: 0.001834
Iteration 83, Best Fitness: 0.001784
Iteration 84, Best Fitness: 0.001756
Iteration 85, Best Fitness: 0.001707
Iteration 86, Best Fitness: 0.001674
Iteration 87, Best Fitness: 0.001635
Iteration 88, Best Fitness: 0.001615
Iteration 89, Best Fitness: 0.001582
Iteration 90, Best Fitness: 0.001541
Iteration 91, Best Fitness: 0.001529
Iteration 92, Best Fitness: 0.001519
Iteration 93, Best Fitness: 0.001484
Iteration 94, Best Fitness: 0.001484
Iteration 95, Best Fitness: 0.001463
Iteration 96, Best Fitness: 0.001453
Iteration 97, Best Fitness: 0.001447
Iteration 98, Best Fitness: 0.001441
Iteration 99, Best Fitness: 0.001435

Final Best Fitness: 0.0014349450896493643
Best Position Found:
[-0.00030928 -0.0003909   0.0003477   0.00027839  0.00045071 -0.00037146
  0.00037277  0.00042291  0.00033563 -0.00027585 -0.00041705  0.00035185
  0.00033126 -0.00035321 -0.00035302 -0.00039018  0.0003485  -0.00032554
 -0.00037963  0.00027272]
